## This is from the official XRT page
## GRB | RA | Dec | Err90 | #breaks | lc type | NH_gal | Redshift 
GRB 130623A | 20.8580782611 | -77.7731140101 | 5.9 | 0 | TBD | 6.47&times;10<sup>-2</sup> | N/A 
GRB 130615A | 274.82966 | -68.16111 | 2.3 | 1 | TBD | 0.12 | N/A 
GRB 130612A | 259.7943 | 16.71994 | 1.7 | 0 | TBD | 7.61&times;10<sup>-2</sup> | 2.006 
GRB 130610A | 224.42044 | 28.20716 | 1.5 | 1 | TBD | 2.07&times;10<sup>-2</sup> | 2.092 
GRB 130609B | 53.77111 | -40.1741 | 1.4 | 3 | TBD | 1.51&times;10<sup>-2</sup> | N/A 
GRB 130609A | 152.6685 | 24.13238 | 1.7 | 1 | TBD | 2.97&times;10<sup>-2</sup> | N/A 
GRB 130608A | 24.61107 | 41.50276 | 1.7 | 1 | TBD | 8.08&times;10<sup>-2</sup> | N/A 
GRB 130606B | 218.5292 | -22.10207 | 1.7 | 0 | TBD | 9.15&times;10<sup>-2</sup> | N/A 
GRB 130606A | 249.39633 | 29.79627 | 1.5 | 2 | TBD | 2.14&times;10<sup>-2</sup> | 5.91 
GRB 130605A | 134.5356 | -33.46149 | 2.2 | 0 | TBD | 0.35 | N/A 
GRB 130604A | 250.18708 | 68.22655 | 1.4 | 0 | TBD | 5.28&times;10<sup>-2</sup> | N/A 
GRB 130603B | 172.2007 | 17.07138 | 1.5 | 2 | TBD | 2.10&times;10<sup>-2</sup> | 0.356 
GRB 130603A | 86.89613 | 82.90839 | 1.7 | 1 | TBD | 6.52&times;10<sup>-2</sup> | N/A 
GRB 130529A | 24.28215 | -64.14748 | 1.4 | 1 | TBD | 2.86&times;10<sup>-2</sup> | N/A 
GRB 130528A | 139.49641 | 87.30072 | 3.2 | 3 | TBD | 9.26&times;10<sup>-2</sup> | N/A 
GRB 130527A | 309.2765 | -24.72515 | 1.4 | 3 | TBD | 4.34&times;10<sup>-2</sup> | N/A 
GRB 130518A | 355.66773 | 47.46484 | 2.4 | 0 | TBD | 0.15 | N/A 
GRB 130515A | 283.44037 | -54.27921 | 2.9 | 0 | TBD | 7.38&times;10<sup>-2</sup> | N/A 
GRB 130514B | 147.60846 | -18.96518 | 1.9 | 0 | TBD | 4.06&times;10<sup>-2</sup> | N/A 
GRB 130514A | 296.28304 | -7.97633 | 1.6 | 2 | TBD | 0.14 | N/A 
GRB 130513A | 144.76182 | -5.24178 | 3.9 | 0 | TBD | 3.82&times;10<sup>-2</sup> | N/A 
GRB 130511A | 196.64539 | 18.70996 | 1.5 | 1 | TBD | 2.26&times;10<sup>-2</sup> | 1.3033 
GRB 130508A | 305.32266 | 34.95807 | 2.1 | 0 | TBD | 0.92 | N/A 
GRB 130505B | 139.34087 | 1.7009 | 5.3 | 0 | TBD | 2.64&times;10<sup>-2</sup> | N/A 
GRB 130505A | 137.06084 | 17.48461 | 1.4 | 3 | TBD | 4.03&times;10<sup>-2</sup> | 2.27 
GRB 130504C | 91.62919 | 3.83378 | 2.2 | 0 | TBD | 0.39 | N/A 
GRB 130504A | 272.45619 | -16.31349 | 1.7 | 1 | TBD | 0.96 | N/A 
GRB 130502B | 66.76151 | 71.06071 | 1.5 | 0 | TBD | 0.18 | N/A 
GRB 130502A | 138.56888 | -0.12337 | 1.7 | 0 | TBD | 2.73&times;10<sup>-2</sup> | N/A 
GRB 130427B | 314.89866 | -22.54684 | 1.5 | 2 | TBD | 5.35&times;10<sup>-2</sup> | 2.78 
GRB 130427A | 173.1347411881 | 27.6984570988 | 3.5 | 5 | TBD | 1.91&times;10<sup>-2</sup> | 0.34 
GRB 130420B | 183.1283 | 54.39063 | 2.0 | 0 | TBD | 1.52&times;10<sup>-2</sup> | N/A 
GRB 130420A | 196.10622 | 59.42411 | 1.4 | 1 | TBD | 1.30&times;10<sup>-2</sup> | 1.297 
GRB 130418A | 149.03693 | 13.66718 | 2.0 | 1 | TBD | 2.93&times;10<sup>-2</sup> | 1.218 
GRB 130408A | 134.4059 | -32.36074 | 1.4 | 3 | TBD | 0.32 | 3.758 
GRB 130327B | 217.8773550358 | -69.4042864591 | 5.1 | 0 | TBD | 0.33 | N/A 
GRB 130327A | 92.0385 | 55.71499 | 1.8 | 2 | TBD | 0.19 | N/A 
GRB 130315A | 157.54812 | -51.79442 | 2.0 | 3 | TBD | 0.36 | N/A 
GRB 130313A | 236.41225 | -0.36844 | 7.8 | 0 | TBD | N/A | N/A 
GRB 130306A | 279.46216 | -11.68166 | 3.4 | 0 | TBD | 0.61 | N/A 
GRB 130305A | 116.74604 | 52.03259 | 3.0 | 0 | TBD | 5.81&times;10<sup>-2</sup> | N/A 
GRB 130211A | 147.53597 | -42.34455 | 7.2 | 1 | TBD | 0.35 | N/A 
GRB 130206A | 140.3776175626 | -58.1956193257 | 6.0 | 0 | TBD | N/A | N/A 
GRB 130131B | 173.95556 | 15.03815 | 1.5 | 0 | TBD | 3.14&times;10<sup>-2</sup> | N/A 
GRB 130131A | 171.1263 | 48.0758 | 1.4 | 2 | TBD | 1.51&times;10<sup>-2</sup> | N/A 
GRB 130122A | 194.28536 | 59.01451 | 1.6 | 0 | TBD | 9.58&times;10<sup>-3</sup> | N/A 
GRB 130102A | 311.42292 | 49.81774 | 1.5 | 0 | TBD | 0.94 | N/A 
GRB 121229A | 190.10149 | -50.59385 | 1.4 | 1 | TBD | 0.21 | 2.707 
GRB 121226A | 168.64223 | -30.40626 | 1.7 | 0 | TBD | 7.55&times;10<sup>-2</sup> | N/A 
GRB 121217A | 153.70984 | -62.35025 | 1.4 | 2 | TBD | 0.51 | N/A 
GRB 121212A | 177.78986 | 78.037 | 2.3 | 0 | TBD | 4.48&times;10<sup>-2</sup> | N/A 
GRB 121211A | 195.53314 | 30.14842 | 1.5 | 3 | TBD | 9.76&times;10<sup>-3</sup> | 1.023 
GRB 121209A | 326.78726 | -8.23494 | 1.4 | 2 | TBD | 4.40&times;10<sup>-2</sup> | 2.1 
GRB 121202A | 256.79684 | 23.94815 | 1.5 | 1 | TBD | 4.54&times;10<sup>-2</sup> | N/A 
GRB 121201A | 13.46755 | -42.94292 | 1.4 | 0 | TBD | 2.05&times;10<sup>-2</sup> | 3.385 
GRB 121128A | 300.59952 | 54.29976 | 1.4 | 2 | TBD | 0.33 | 2.2 
GRB 121125A | 228.52798 | 55.31348 | 1.4 | 2 | TBD | 1.32&times;10<sup>-2</sup> | N/A 
GRB 121123A | 307.31795 | -11.86007 | 1.4 | 3 | TBD | 4.75&times;10<sup>-2</sup> | N/A 
GRB 121117A | 31.61055 | 7.41956 | 2.0 | 0 | TBD | 6.32&times;10<sup>-2</sup> | N/A 
GRB 121108A | 83.19443 | 54.47349 | 1.4 | 2 | TBD | 0.32 | N/A 
GRB 121102A | 270.9008 | -16.95772 | 1.5 | 3 | TBD | 0.68 | N/A 
GRB 121031A | 170.76992 | -3.51723 | 1.4 | 2 | TBD | 4.69&times;10<sup>-2</sup> | N/A 
GRB 121028A | 271.89932 | -2.29335 | 1.8 | 0 | TBD | 0.39 | N/A 
GRB 121027A | 63.59723 | -58.82973 | 1.4 | 4 | TBD | 1.59&times;10<sup>-2</sup> | 1.773 
GRB 121025A | 248.38294 | 27.67087 | 3.0 | 0 | TBD | 4.61&times;10<sup>-2</sup> | N/A 
GRB 121024A | 70.47212 | -12.29059 | 1.5 | 3 | TBD | 7.87&times;10<sup>-2</sup> | 2.298 
GRB 121017A | 288.83002 | -1.6045 | 1.5 | 0 | TBD | 0.36 | N/A 
GRB 121011A | 260.21362 | 41.11023 | 1.4 | 0 | TBD | 2.56&times;10<sup>-2</sup> | N/A 
GRB 121001A | 276.0324 | -5.66571 | 1.6 | 0 | TBD | 0.60 | N/A 
GRB 120927A | 136.61377 | 0.41611 | 1.5 | 1 | TBD | 3.54&times;10<sup>-2</sup> | N/A 
GRB 120923A | 303.79472 | 6.22136 | 2.3 | 0 | TBD | 0.15 | 7.84 
GRB 120922A | 234.74862 | -20.18194 | 1.4 | 3 | TBD | 0.12 | N/A 
GRB 120911A | 357.97926 | 63.09878 | 1.8 | 0 | TBD | 0.81 | N/A 
GRB 120909A | 275.73669 | -59.44859 | 1.4 | 1 | TBD | 8.84&times;10<sup>-2</sup> | 3.93 
GRB 120907A | 74.74997 | -9.3149 | 1.5 | 1 | TBD | 7.26&times;10<sup>-2</sup> | 0.97 
GRB 120819A | 235.90761 | -7.309 | 2.0 | 0 | TBD | 0.14 | N/A 
GRB 120817A | 250.68908 | -38.35452 | 1.9 | 0 | TBD | 0.43 | N/A 
GRB 120816A | 282.14337 | -6.93784 | 1.7 | 0 | TBD | 0.52 | N/A 
GRB 120815A | 273.95791 | -52.13138 | 1.5 | 0 | TBD | 0.12 | 2.358 
GRB 120811C | 199.68189 | 62.30103 | 1.4 | 3 | TBD | 2.23&times;10<sup>-2</sup> | 2.671 
GRB 120811A | 257.16542 | -22.71102 | 3.2 | 0 | TBD | 0.29 | N/A 
GRB 120807A | 241.26029 | -47.47972 | 1.7 | 0 | TBD | 0.64 | N/A 
GRB 120805A | 216.53803 | 5.82512 | 3.1 | 2 | TBD | 2.44&times;10<sup>-2</sup> | N/A 
GRB 120804A | 233.94794 | -28.7822 | 1.4 | 0 | TBD | 0.16 | N/A 
GRB 120803B | 314.23583 | 53.30424 | 2.0 | 0 | TBD | 0.71 | N/A 
GRB 120803A | 269.51257 | -6.76277 | 4.3 | 0 | TBD | 0.38 | N/A 
GRB 120802A | 44.84257 | 13.76823 | 1.5 | 1 | TBD | 0.15 | 3.796 
GRB 120729A | 13.07456 | 49.93954 | 1.5 | 2 | TBD | 0.21 | 0.8 
GRB 120728A | 137.09444 | -54.43751 | 2.0 | 0 | TBD | 0.66 | N/A 
GRB 120724A | 245.18003 | 3.50806 | 1.6 | 3 | TBD | 5.20&times;10<sup>-2</sup> | 1.48 
GRB 120722A | 230.49642 | 13.25151 | 1.9 | 0 | TBD | 3.58&times;10<sup>-2</sup> | N/A 
GRB 120716A | 313.05057 | 9.59857 | 4.2 | 0 | TBD | 7.50&times;10<sup>-2</sup> | 2.48 
GRB 120714A | 167.98297 | -30.62719 | 1.9 | 0 | TBD | 7.50&times;10<sup>-2</sup> | N/A 
GRB 120712A | 169.58817 | -20.03364 | 1.4 | 1 | TBD | 4.12&times;10<sup>-2</sup> | 4.1745 
GRB 120711B | 331.69161 | 60.02271 | 1.6 | 0 | TBD | 0.87 | N/A 
GRB 120711A | 94.67818 | -70.9992 | 1.4 | 0 | TBD | 0.11 | 1.405 
GRB 120703A | 339.35737 | -29.72356 | 1.4 | 2 | TBD | 1.27&times;10<sup>-2</sup> | N/A 
GRB 120701A | 80.34793 | -58.54954 | 1.6 | 0 | TBD | 2.68&times;10<sup>-2</sup> | N/A 
GRB 120630A | 352.2961399021 | 42.555609058 | 4.6 | 0 | TBD | 0.13 | N/A 
GRB 120624B | 170.8832635347 | 8.9283577104 | 4.9 | 0 | TBD | 4.22&times;10<sup>-2</sup> | N/A 
GRB 120612A | 126.72166 | -17.57477 | 1.5 | 2 | TBD | 6.98&times;10<sup>-2</sup> | N/A 
GRB 120521C | 214.28641 | 42.1448 | 1.8 | 3 | TBD | 1.08&times;10<sup>-2</sup> | 6 
GRB 120521B | 197.00972 | -52.7546 | 1.6 | 1 | TBD | 0.36 | N/A 
GRB 120521A | 148.72486 | -49.41709 | 2.0 | 0 | TBD | 0.35 | N/A 
GRB 120514A | 283.00081 | -4.26366 | 1.6 | 2 | TBD | 0.75 | N/A 
GRB 120422A | 136.90997 | 14.01838 | 2.0 | 1 | TBD | 4.25&times;10<sup>-2</sup> | 0.28 
GRB 120419A | 187.3875395358 | -63.0087461072 | 5.6 | 0 | TBD | N/A | N/A 
GRB 120404A | 235.00976 | 12.88481 | 1.4 | 2 | TBD | 3.98&times;10<sup>-2</sup> | 2.87 
GRB 120403B | 55.2786994217 | -89.0088843439 | 3.7 | 0 | TBD | 0.14 | N/A 
GRB 120401A | 58.08236 | -17.63563 | 1.4 | 3 | TBD | 3.78&times;10<sup>-2</sup> | N/A 
GRB 120328A | 241.6141 | -39.33562 | 1.4 | 1 | TBD | 0.30 | N/A 
GRB 120327A | 246.86454 | -29.41494 | 1.6 | 3 | TBD | 0.27 | 2.81 
GRB 120326A | 273.90445 | 69.25985 | 1.4 | 3 | TBD | 6.26&times;10<sup>-2</sup> | 1.798 
GRB 120324A | 291.07852 | 24.12954 | 1.4 | 3 | TBD | 0.60 | N/A 
GRB 120320A | 212.51768 | 8.69664 | 1.9 | 0 | TBD | 2.20&times;10<sup>-2</sup> | N/A 
GRB 120312A | 251.78835 | 23.85807 | 1.7 | 0 | TBD | 4.98&times;10<sup>-2</sup> | N/A 
GRB 120311B | 258.56203 | -13.05155 | 1.5 | 0 | TBD | 0.30 | N/A 
GRB 120311A | 273.09199 | 14.29612 | 1.7 | 0 | TBD | 0.16 | N/A 
GRB 120308A | 219.08342 | 79.68667 | 1.5 | 2 | TBD | 3.19&times;10<sup>-2</sup> | N/A 
GRB 120305A | 47.53617 | 28.49195 | 2.3 | 2 | TBD | 0.21 | N/A 
GRB 120302A | 122.39761 | 29.6276 | 5.1 | 0 | TBD | 4.33&times;10<sup>-2</sup> | N/A 
GRB 120224A | 40.94237 | -17.76127 | 1.5 | 1 | TBD | 2.68&times;10<sup>-2</sup> | N/A 
GRB 120219A | 129.79063 | 51.03176 | 1.4 | 3 | TBD | 3.84&times;10<sup>-2</sup> | N/A 
GRB 120215A | 30.04774 | 8.8021 | 1.5 | 2 | TBD | 6.89&times;10<sup>-2</sup> | N/A 
GRB 120213A | 301.01179 | 65.41128 | 1.4 | 5 | TBD | 0.17 | N/A 
GRB 120212A | 43.10029 | -18.02087 | 1.5 | 0 | TBD | 3.28&times;10<sup>-2</sup> | N/A 
GRB 120211A | 87.75363 | -24.77516 | 1.7 | 2 | TBD | 1.90&times;10<sup>-2</sup> | N/A 
GRB 120202A | 203.5049557974 | 22.774099401 | 5.2 | 0 | TBD | 1.38&times;10<sup>-2</sup> | N/A 
GRB 120121A | 249.35444 | -23.96166 | 1.9 | 0 | TBD | 0.26 | N/A 
GRB 120119A | 120.02874 | -9.08178 | 1.5 | 2 | TBD | 0.11 | 1.728 
GRB 120118B | 124.87099 | -7.18484 | 1.5 | 2 | TBD | 9.36&times;10<sup>-2</sup> | 2.943 
GRB 120116A | 16.24104 | 33.93068 | 1.5 | 4 | TBD | 5.53&times;10<sup>-2</sup> | N/A 
GRB 120106A | 66.1076 | 64.03856 | 1.5 | 1 | TBD | 0.41 | N/A 
GRB 120102A | 276.22467 | 24.7131 | 1.4 | 2 | TBD | 0.15 | N/A 
GRB 111229A | 76.28833 | -84.71084 | 2.3 | 1 | TBD | 0.16 | 1.3805 
GRB 111228A | 150.0669 | 18.2974 | 1.4 | 3 | TBD | 3.26&times;10<sup>-2</sup> | 0.714 
GRB 111225A | 13.15569 | 51.57174 | 2.0 | 4 | TBD | 0.27 | 0.297 
GRB 111222A | 179.22051 | 69.07077 | 3.7 | 0 | TBD | 1.82&times;10<sup>-2</sup> | N/A 
GRB 111215B | 222.4011 | 16.45388 | 2.6 | 0 | TBD | 1.71&times;10<sup>-2</sup> | N/A 
GRB 111215A | 349.55545 | 32.49411 | 1.4 | 4 | TBD | 7.26&times;10<sup>-2</sup> | N/A 
GRB 111212A | 310.43158 | -68.61246 | 1.4 | 0 | TBD | 3.59&times;10<sup>-2</sup> | N/A 
GRB 111211A | 153.09039 | 11.20779 | 1.5 | 0 | TBD | 3.80&times;10<sup>-2</sup> | N/A 
GRB 111210A | 191.47659 | -7.16608 | 2.3 | 0 | TBD | 2.09&times;10<sup>-2</sup> | N/A 
GRB 111209A | 14.3441 | -46.80109 | 1.4 | 4 | TBD | 1.54&times;10<sup>-2</sup> | 0.677 
GRB 111208A | 290.22405 | 40.67621 | 1.9 | 0 | TBD | 0.12 | N/A 
GRB 111205A | 134.68028 | -31.94342 | 5.3 | 0 | TBD | 0.31 | N/A 
GRB 111204A | 336.62821 | -31.37459 | 2.5 | 0 | TBD | 1.13&times;10<sup>-2</sup> | N/A 
GRB 111201A | 190.47768 | 32.98688 | 2.1 | 0 | TBD | 1.40&times;10<sup>-2</sup> | N/A 
GRB 111129A | 307.43445 | -52.71319 | 1.5 | 1 | TBD | 3.70&times;10<sup>-2</sup> | N/A 
GRB 111123A | 154.84654 | -20.64497 | 1.4 | 4 | TBD | 6.91&times;10<sup>-2</sup> | N/A 
GRB 111121A | 154.7612 | -46.67077 | 1.5 | 5 | TBD | 0.20 | N/A 
GRB 111117A | 12.69275 | 23.01124 | 5.6 | 0 | TBD | 4.14&times;10<sup>-2</sup> | 2.211 
GRB 111109A | 118.20375 | -41.58439 | 3.5 | 0 | TBD | 0.47 | N/A 
GRB 111107A | 129.47687 | -66.51978 | 1.4 | 1 | TBD | 0.13 | 2.893 
GRB 111103B | 265.69332 | 1.61003 | 1.4 | 2 | TBD | 0.18 | N/A 
GRB 111029A | 44.78355 | 57.11088 | 2.2 | 0 | TBD | 0.77 | N/A 
GRB 111022B | 108.96476 | 49.68357 | 1.6 | 4 | TBD | 9.40&times;10<sup>-2</sup> | N/A 
GRB 111022A | 275.86363 | -23.67386 | 2.3 | 0 | TBD | 0.36 | N/A 
GRB 111020A | 287.05219 | -38.01195 | 1.9 | 0 | TBD | 0.14 | N/A 
GRB 111018A | 271.48844 | -3.90715 | 2.4 | 0 | TBD | 0.40 | N/A 
GRB 111016A | 153.83404 | 27.4622 | 1.5 | 1 | TBD | 2.81&times;10<sup>-2</sup> | N/A 
GRB 111008A | 60.45092 | -32.70961 | 1.4 | 4 | TBD | 9.92&times;10<sup>-3</sup> | 4.9898 
GRB 110928A | 257.73255 | 36.53592 | 2.1 | 0 | TBD | 3.48&times;10<sup>-2</sup> | N/A 
GRB 110921A | 294.09773 | 36.32862 | 1.4 | 0 | TBD | 0.22 | N/A 
GRB 110918A | 32.53872 | -27.10615 | 1.7 | 0 | TBD | 1.77&times;10<sup>-2</sup> | N/A 
GRB 110915B | 77.55467 | 1.93262 | 1.8 | 0 | TBD | 0.11 | N/A 
GRB 110915A | 310.82455 | -0.72304 | 1.4 | 3 | TBD | 6.67&times;10<sup>-2</sup> | N/A 
GRB 110903A | 197.06546 | 58.98171 | 1.8 | 0 | TBD | 1.37&times;10<sup>-2</sup> | N/A 
GRB 110820A | 343.19209 | 70.29869 | 2.1 | 0 | TBD | 0.48 | N/A 
GRB 110818A | 317.33697 | -63.98099 | 1.5 | 1 | TBD | 2.93&times;10<sup>-2</sup> | 3.36 
GRB 110808A | 57.2676 | -44.19501 | 1.9 | 2 | TBD | 1.07&times;10<sup>-2</sup> | 1.348 
GRB 110802A | 44.5396 | 32.57903 | 7.0 | 0 | TBD | 0.15 | N/A 
GRB 110801A | 89.43724 | 80.95615 | 1.4 | 4 | TBD | 8.22&times;10<sup>-2</sup> | 1.858 
GRB 110731A | 280.50442 | -28.53704 | 1.4 | 2 | TBD | 0.16 | 2.83 
GRB 110726A | 286.71751 | 56.0712 | 1.6 | 0 | TBD | 7.02&times;10<sup>-2</sup> | N/A 
GRB 110719A | 24.58076 | 34.58648 | 2.1 | 2 | TBD | 4.63&times;10<sup>-2</sup> | N/A 
GRB 110715A | 237.68348 | -46.2352 | 1.4 | 3 | TBD | 0.43 | 0.82 
GRB 110709B | 164.65454 | -23.45485 | 1.4 | 2 | TBD | 6.91&times;10<sup>-2</sup> | N/A 
GRB 110709A | 238.89157 | 40.92434 | 1.4 | 3 | TBD | 1.61&times;10<sup>-2</sup> | N/A 
GRB 110708A | 340.1138956361 | 53.9626587699 | 4.8 | 0 | TBD | N/A | N/A 
GRB 110625A | 286.7315415438 | 6.7545661545 | 3.5 | 2 | TBD | 1.6 | N/A 
GRB 110610A | 308.17802 | 74.82506 | 1.6 | 2 | TBD | 0.25 | N/A 
GRB 110604A | 270.8585732888 | 18.4000983414 | 4.4 | 0 | TBD | 0.11 | N/A 
GRB 110530A | 282.06867 | 61.92879 | 1.5 | 1 | TBD | 6.78&times;10<sup>-2</sup> | N/A 
GRB 110521A | 120.13298 | 45.82687 | 1.9 | 0 | TBD | 5.58&times;10<sup>-2</sup> | N/A 
GRB 110520A | 134.34052 | 56.42748 | 1.4 | 0 | TBD | 3.00&times;10<sup>-2</sup> | N/A 
GRB 110503A | 132.77631 | 52.20768 | 1.4 | 1 | TBD | 2.84&times;10<sup>-2</sup> | 1.613 
GRB 110428A | 5.5953811174 | 64.8491014975 | 8.1 | 0 | TBD | 0.98 | N/A 
GRB 110422A | 112.04739 | 75.10698 | 1.4 | 1 | TBD | 4.65&times;10<sup>-2</sup> | 1.77 
GRB 110420A | 2.16395 | -37.8865 | 1.4 | 5 | TBD | 1.31&times;10<sup>-2</sup> | N/A 
GRB 110414A | 97.87263 | 24.36262 | 1.4 | 2 | TBD | 0.44 | N/A 
GRB 110411A | 291.44225 | 67.71152 | 1.5 | 2 | TBD | 9.16&times;10<sup>-2</sup> | N/A 
GRB 110407A | 186.03157 | 15.71174 | 1.6 | 2 | TBD | 2.12&times;10<sup>-2</sup> | N/A 
GRB 110402A | 197.40242 | 61.25255 | 1.7 | 1 | TBD | 1.70&times;10<sup>-2</sup> | N/A 
GRB 110319B | 326.09546 | -56.78233 | 2.8 | 0 | TBD | 2.92&times;10<sup>-2</sup> | N/A 
GRB 110319A | 356.50258 | -66.01116 | 1.5 | 2 | TBD | 2.83&times;10<sup>-2</sup> | N/A 
GRB 110318B | 211.6781 | -51.57893 | 1.7 | 0 | TBD | 0.38 | N/A 
GRB 110315A | 279.1954 | 17.53871 | 1.4 | 2 | TBD | 0.30 | N/A 
GRB 110312A | 157.48106 | -5.26243 | 1.5 | 2 | TBD | 4.23&times;10<sup>-2</sup> | N/A 
GRB 110305A | 260.88056 | -15.80263 | 1.7 | 0 | TBD | 0.30 | N/A 
GRB 110223B | 150.23274 | -68.30159 | 1.4 | 0 | TBD | 0.21 | N/A 
GRB 110223A | 345.84449 | 87.55791 | 1.9 | 2 | TBD | 0.12 | N/A 
GRB 110213B | 41.75642 | 1.14568 | 2.8 | 0 | TBD | 5.17&times;10<sup>-2</sup> | N/A 
GRB 110213A | 42.96419 | 49.27306 | 1.4 | 4 | TBD | 0.34 | 1.46 
GRB 110210A | 13.05666 | 7.77981 | 1.5 | 4 | TBD | 6.63&times;10<sup>-2</sup> | N/A 
GRB 110208A | 22.46205 | -20.59267 | 1.6 | 2 | TBD | 2.53&times;10<sup>-2</sup> | N/A 
GRB 110206A | 92.33415 | -58.80689 | 2.1 | 0 | TBD | 3.52&times;10<sup>-2</sup> | N/A 
GRB 110205A | 164.62963 | 67.52502 | 1.4 | 5 | TBD | 1.70&times;10<sup>-2</sup> | 2.22 
GRB 110201A | 137.5784176138 | 88.606190812 | 3.6 | 0 | TBD | 0.14 | N/A 
GRB 110128A | 193.89646 | 28.06484 | 1.8 | 1 | TBD | 9.28&times;10<sup>-3</sup> | 2.339 
GRB 110119A | 348.58581 | 5.98606 | 1.5 | 3 | TBD | 8.67&times;10<sup>-2</sup> | N/A 
GRB 110112A | 329.93238 | 26.45677 | 1.9 | 0 | TBD | 6.80&times;10<sup>-2</sup> | N/A 
GRB 110107A | 299.90926 | 41.91456 | 4.1 | 0 | TBD | 0.47 | N/A 
GRB 110106B | 134.15442 | 47.0025 | 1.4 | 1 | TBD | 2.55&times;10<sup>-2</sup> | N/A 
GRB 110106A | 79.30618 | 64.17366 | 1.9 | 0 | TBD | 0.22 | N/A 
GRB 110102A | 245.88095 | 7.61379 | 1.4 | 3 | TBD | 6.06&times;10<sup>-2</sup> | N/A 
GRB 101225A | 0.19792 | 44.60034 | 1.4 | 4 | TBD | 0.11 | 0.847 
GRB 101224A | 285.92384 | 45.71375 | 4.8 | 0 | TBD | N/A | N/A 
GRB 101219B | 12.23083 | -34.56664 | 1.5 | 2 | TBD | 3.32&times;10<sup>-2</sup> | N/A 
GRB 101219A | 74.58521 | -2.53976 | 1.5 | 0 | TBD | 5.79&times;10<sup>-2</sup> | 0.718 
GRB 101213A | 241.31363 | 21.89735 | 1.5 | 2 | TBD | 5.72&times;10<sup>-2</sup> | N/A 
GRB 101204A | 167.53671 | -20.41994 | 1.8 | 0 | TBD | 3.75&times;10<sup>-2</sup> | N/A 
GRB 101201A | 1.96758 | -16.18519 | 2.4 | 0 | TBD | 2.38&times;10<sup>-2</sup> | N/A 
GRB 101117B | 173.00178 | -72.66285 | 1.5 | 0 | TBD | 0.25 | N/A 
GRB 101114A | 303.21121 | 14.03271 | 2.6 | 0 | TBD | 0.20 | N/A 
GRB 101112A | 292.2286948456 | 39.3524160788 | 3.9 | 0 | TBD | 0.19 | N/A 
GRB 101030A | 166.38183 | -16.37828 | 1.6 | 3 | TBD | 4.96&times;10<sup>-2</sup> | N/A 
GRB 101024A | 66.50516 | -77.26532 | 1.4 | 1 | TBD | 8.63&times;10<sup>-2</sup> | N/A 
GRB 101023A | 317.9639 | -65.38802 | 1.4 | 3 | TBD | 2.91&times;10<sup>-2</sup> | N/A 
GRB 101017A | 291.38538 | -35.14511 | 1.6 | 4 | TBD | 0.12 | N/A 
GRB 101011A | 48.29388 | -65.9818 | 1.7 | 0 | TBD | 3.67&times;10<sup>-2</sup> | N/A 
GRB 101008A | 328.87522 | 37.06715 | 2.2 | 0 | TBD | 0.23 | N/A 
GRB 100915A | 315.69526 | 65.67307 | 1.5 | 2 | TBD | 0.37 | N/A 
GRB 100909A | 73.94886 | 54.65792 | 4.4 | 0 | TBD | 0.42 | N/A 
GRB 100906A | 28.68373 | 55.63042 | 1.4 | 2 | TBD | 0.35 | 1.727 
GRB 100905A | 31.55025 | 14.92939 | 1.4 | 0 | TBD | 6.57&times;10<sup>-2</sup> | N/A 
GRB 100902A | 48.62923 | 30.97878 | 1.4 | 2 | TBD | 0.22 | N/A 
GRB 100901A | 27.26454 | 22.75843 | 1.4 | 4 | TBD | 9.49&times;10<sup>-2</sup> | 1.408 
GRB 100823A | 20.70425 | 5.83473 | 1.6 | 1 | TBD | 4.21&times;10<sup>-2</sup> | N/A 
GRB 100816A | 351.74009 | 26.57842 | 1.5 | 0 | TBD | 5.71&times;10<sup>-2</sup> | 0.8049 
GRB 100814A | 22.47327 | -17.99554 | 1.4 | 4 | TBD | 1.85&times;10<sup>-2</sup> | 1.44 
GRB 100807A | 55.30067 | 67.67155 | 1.7 | 1 | TBD | 0.47 | N/A 
GRB 100805A | 299.87738 | 52.62789 | 1.5 | 2 | TBD | 0.26 | N/A 
GRB 100802A | 2.469 | 47.75463 | 1.7 | 3 | TBD | 0.14 | N/A 
GRB 100728B | 44.05602 | 0.28099 | 1.5 | 1 | TBD | 7.93&times;10<sup>-2</sup> | 2.106 
GRB 100728A | 88.75832 | -15.25562 | 1.4 | 3 | TBD | 0.17 | 1.567 
GRB 100727A | 154.1778 | -21.39031 | 1.4 | 2 | TBD | 6.07&times;10<sup>-2</sup> | N/A 
GRB 100725B | 290.0332 | 76.95642 | 1.5 | 3 | TBD | 7.05&times;10<sup>-2</sup> | N/A 
GRB 100725A | 166.48161 | -26.67016 | 1.8 | 2 | TBD | 5.47&times;10<sup>-2</sup> | N/A 
GRB 100724A | 194.54325 | -11.10257 | 1.7 | 0 | TBD | 3.90&times;10<sup>-2</sup> | 1.288 
GRB 100713A | 255.20134 | 28.39436 | 3.2 | 0 | TBD | 6.15&times;10<sup>-2</sup> | N/A 
GRB 100704A | 133.64142 | -24.20277 | 1.4 | 2 | TBD | 0.16 | N/A 
GRB 100702A | 245.6967909107 | -56.5314218824 | 3.7 | 0 | TBD | 0.42 | N/A 
GRB 100628A | 225.9732837611 | -31.6640025962 | 5.0 | 0 | TBD | N/A | N/A 
